Company | Open | High | Low | Close | Volume
NAGREEKA EXPORTS LTD. | 25.51 | 25.98 | 25.5 | 25.66 | 564
ADITYA INFOTECH LIMITED | 1522.4 | 1568.0 | 1515.2 | 1559.4 | 50204
SWELECT ENERGY SYS LTD | 605.3 | 630.0 | 602.5 | 615.25 | 11640
MANAK ALUMINIUM CO. LTD. | 22.9 | 23.45 | 22.63 | 23.26 | 6727
SACHEEROME LIMITED | 372.25 | 372.25 | 353.65 | 353.65 | 38400
AUSTRALIAN PREM SOLAR I L | 369.05 | 375.9 | 369.05 | 373.0 | 9000
PALASH SECURITIES LTD | 107.0 | 108.0 | 105.2 | 106.42 | 141
BGR ENERGY SYSTEMS LTD | 312.9 | 330.8 | 309.0 | 329.6 | 105876
UNIPHOS ENTERPRISES LTD | 140.8 | 140.8 | 138.06 | 140.0 | 296
LLOYD RS.0.50 PPD UP | 36.85 | 38.55 | 36.61 | 37.97 | 563579
THE SOUTH INDIAN BANK LTD | 39.13 | 40.15 | 39.08 | 40.02 | 21817573
ORICON ENTERPRISES LTD | 60.9 | 61.9 | 58.21 | 61.26 | 123239
REDINGTON LIMITED | 270.0 | 274.2 | 266.75 | 272.2 | 1344398
SOBHA LIMITED | 1439.0 | 1477.0 | 1430.0 | 1465.1 | 231125
SYSTANGO TECHNOLOGIES LTD | 339.0 | 340.9 | 328.5 | 337.35 | 26400
MANAKSIA LTD. | 59.3 | 60.23 | 59.3 | 59.68 | 14138
MOHINI HEALTH&HYGIENE LTD | 38.0 | 38.0 | 38.0 | 38.0 | 1500
SIYARAM SILK MILLS LTD | 625.0 | 634.8 | 621.55 | 631.8 | 35515
SPL INDUSTRIES LIMITED | 36.4 | 37.49 | 36.03 | 36.33 | 3923
WINDLAS BIOTECH LIMITED | 741.0 | 784.6 | 741.0 | 777.7 | 47150
KOTHARI SUG & CHEM LTD. | 27.3 | 28.48 | 27.3 | 27.54 | 28256
TREJHARA SOLUTIONS LTD | 243.9 | 247.25 | 240.05 | 245.8 | 4732
DHARIWALCORP LIMITED | 342.4 | 344.4 | 330.9 | 344.4 | 44400
USHA MARTIN EDU & SOL LTD | 4.96 | 5.09 | 4.8 | 5.06 | 13241
W.S.INDUSTRIES (I) LTD. | 87.99 | 89.83 | 86.0 | 88.03 | 157896
DRS CARGO MOVERS LIMITED | 47.75 | 47.75 | 47.75 | 47.75 | 800
HALEOS LABS LIMITED | 1250.0 | 1278.0 | 1204.8 | 1220.2 | 450
CAMPUS ACTIVEWEAR LIMITED | 259.7 | 265.0 | 257.3 | 263.7 | 148691
JHS SVENDGAARD RETAIL V L | 25.96 | 26.24 | 25.1 | 25.5 | 10324
BHAGYANAGAR INDIA LIMITED | 135.66 | 138.75 | 132.0 | 134.0 | 58430
TPL PLASTECH LIMITED | 66.51 | 68.07 | 66.51 | 67.49 | 61011
AJAX ENGINEERING LIMITED | 605.0 | 616.95 | 589.1 | 594.55 | 74764
ALBERT DAVID LIMITED | 747.2 | 751.85 | 741.4 | 743.55 | 1536
FEDERAL BANK LTD | 265.4 | 268.25 | 265.1 | 267.85 | 7746013
SYLVAN PLYBOARD (INDIA) L | 60.5 | 61.55 | 60.5 | 61.0 | 4000
DRC SYSTEMS INDIA LIMITED | 17.0 | 17.39 | 16.92 | 16.98 | 21468
RBL BANK LIMITED | 299.6 | 301.5 | 297.0 | 300.25 | 2456528
K.P. ENERGY LIMITED | 334.05 | 340.0 | 330.0 | 337.55 | 172545
NEWJAISA TECHNOLOGIES LTD | 29.0 | 29.0 | 27.5 | 28.2 | 64500
VIVO COLLAB SOLUTIONS LTD | 78.0 | 78.0 | 78.0 | 78.0 | 1600
DYNAMIC CABLES LIMITED | 329.1 | 335.6 | 329.1 | 333.7 | 56560
JAIN DVR EQUITY SHARES | 26.27 | 26.98 | 26.27 | 26.86 | 8339
PERSISTENT SYSTEMS LTD | 6382.5 | 6417.0 | 6290.5 | 6358.0 | 261141
BANK OF INDIA | 142.0 | 143.4 | 141.78 | 143.21 | 4035757
GUJARAT THEMIS BIOSYN LTD | 386.9 | 414.75 | 386.55 | 404.95 | 842535
ASIAN HOTELS (NORTH) LTD | 326.05 | 328.0 | 318.55 | 322.3 | 10316
STOVE KRAFT LIMITED | 573.0 | 589.9 | 572.0 | 587.75 | 40542
MANBA FINANCE LIMITED | 141.9 | 141.9 | 137.0 | 140.61 | 37457
SAMVRDHNA MTHRSN INTL LTD | 117.25 | 121.23 | 117.25 | 120.98 | 21232127
KAJARIA CERAMICS LTD | 1065.0 | 1071.3 | 1047.0 | 1053.7 | 239450
KEI INDUSTRIES LTD. | 4100.0 | 4296.4 | 4088.1 | 4284.4 | 376557
SASKEN TECHNOLOGIES LTD | 1173.8 | 1185.1 | 1153.0 | 1180.1 | 20330
MUKKA PROTEINS LIMITED | 24.1 | 24.39 | 23.81 | 24.1 | 403200
JUSTDIAL LTD. | 708.0 | 733.6 | 707.55 | 730.25 | 162029
WONDER ELECTRICALS LTD | 143.9 | 151.88 | 139.4 | 140.96 | 1378527
XELPMOC DESIGN & TECH LTD | 134.35 | 136.84 | 130.0 | 130.69 | 12668
AURO IMPEX & CHEMICALS L | 39.2 | 39.2 | 39.2 | 39.2 | 1600
INDO COUNT INDUSTRIES LTD | 267.95 | 271.8 | 265.25 | 269.45 | 88376
AVSL INDUSTRIES LIMITED | 126.0 | 126.0 | 126.0 | 126.0 | 1000
TIMKEN INDIA LTD. | 3020.1 | 3037.0 | 3001.1 | 3032.7 | 23071
TV VISION LIMITED | 12.4 | 12.4 | 11.24 | 11.24 | 214307
ADDICTIVE LEARNING TECH L | 107.45 | 110.05 | 107.45 | 110.0 | 13000
RPG LIFE SCIENCES LTD | 2355.0 | 2376.0 | 2301.0 | 2343.4 | 4275
V R INFRASPACE LIMITED | 172.0 | 172.0 | 172.0 | 172.0 | 400
SRG HOUSING FINANCE L | 265.0 | 271.0 | 262.05 | 264.05 | 1301
CREDITACCESS GRAMEEN LTD | 1268.0 | 1286.6 | 1255.0 | 1279.9 | 155355
CAPITAL SMALL FIN BANK L | 274.85 | 274.85 | 262.2 | 263.6 | 17807
ASHIMA LTD | 18.2 | 18.2 | 17.61 | 17.85 | 39232
SBI CARDS & PAY SER LTD | 849.0 | 878.0 | 848.25 | 870.3 | 1516944
OLA ELECTRIC MOBILITY LTD | 32.01 | 34.38 | 32.01 | 34.38 | 252313288
GMR AIRPORTS LIMITED | 100.64 | 102.19 | 100.48 | 101.53 | 32492470
UNIINFO TELECOM SERVI LTD | 15.51 | 16.23 | 14.7 | 15.18 | 9719
PB FINTECH LIMITED | 1834.4 | 1894.7 | 1821.4 | 1888.9 | 1282293
PRAKASH STEELAGE LTD | 3.99 | 4.05 | 3.98 | 4.02 | 129949
LAMOSAIC INDIA LIMITED | 35.1 | 35.1 | 34.4 | 34.5 | 19200
SUNLITE RECYCLING IND LTD | 294.95 | 296.0 | 294.0 | 295.9 | 10200
GLAND PHARMA LIMITED | 1666.3 | 1697.8 | 1658.9 | 1671.7 | 104194
JAIPRAKASH ASSOCIATES LTD | 3.99 | 3.99 | 3.99 | 3.99 | 3655956
SPML INFRA LIMITED | 172.01 | 175.0 | 172.01 | 174.27 | 71387
CYBERMEDIA RS.5 PPD UP | 5.84 | 5.84 | 5.84 | 5.84 | 23
NECTAR LIFESCIENCES LTD. | 21.29 | 21.85 | 21.2 | 21.81 | 2834163
INVENTURUS KNOWLEDGE SO L | 1658.9 | 1704.0 | 1645.0 | 1695.6 | 150332
ATLANTA ELECTRICALS LTD | 951.05 | 974.25 | 935.5 | 953.35 | 109299
PCBL CHEMICAL LIMITED | 312.0 | 314.15 | 304.9 | 307.1 | 928817
SRI HAVISHA HOSP & INFR L | 1.9 | 1.92 | 1.84 | 1.89 | 30406
SREELEATHERS LIMITED | 218.1 | 219.45 | 216.0 | 216.37 | 15228
NAGARJUN FERT AND CHE LTD | 4.6 | 4.74 | 4.6 | 4.68 | 176629
KIRLOSKAR INDUSTRIES LTD | 3263.5 | 3293.0 | 3249.1 | 3281.6 | 2084
LINCOLN PHARMA LTD | 479.0 | 484.75 | 474.05 | 483.6 | 13045
BALU FORGE INDUSTRIES LTD | 616.3 | 636.4 | 613.15 | 628.8 | 886174
MINDTECK (INDIA) LIMITED | 204.3 | 204.3 | 197.68 | 199.81 | 18841
VALOR ESTATE LIMITED | 116.25 | 119.0 | 114.5 | 118.41 | 1010401
RAIL VIKAS NIGAM LIMITED | 308.7 | 320.7 | 306.65 | 319.15 | 5025216
HINDWARE HME INOVATON LTD | 260.75 | 268.0 | 259.45 | 262.2 | 40767
CSL FINANCE LIMITED | 319.65 | 319.65 | 310.0 | 312.5 | 8174
CAPITAL INDIA FINANCE LTD | 36.97 | 37.5 | 35.99 | 36.95 | 437444
BLUSPRING ENTERPRISES LTD | 64.1 | 66.28 | 63.99 | 65.5 | 85522
BSL LTD | 156.94 | 159.38 | 152.25 | 154.86 | 20621
VIRINCHI LIMITED | 22.0 | 22.59 | 21.0 | 21.46 | 82850
DEEP INDUSTRIES LIMITED | 440.2 | 449.0 | 440.2 | 444.25 | 31860
AMANTA HEALTHCARE LIMITED | 108.99 | 114.66 | 105.99 | 111.68 | 131047
DSJ KEEP LEARNING LTD | 2.65 | 2.71 | 2.49 | 2.52 | 195489
GANESH CONSUMER PRODUCT L | 228.0 | 230.95 | 227.85 | 229.1 | 29346
BRIGADE ENTER. LTD | 874.5 | 874.5 | 859.05 | 866.95 | 130800
RAJPUTANA BIODIESEL LTD | 248.05 | 250.0 | 248.0 | 248.0 | 2000
AGARWAL TOUGH GLASS IND L | 120.0 | 123.2 | 118.0 | 119.15 | 55200
EMKAY GLOBAL FIN SERV LTD | 258.0 | 264.3 | 258.0 | 262.55 | 9127
KUNDAN EDIFICE LIMITED | 100.0 | 100.0 | 98.6 | 98.6 | 3600
TAMILNADU PETROPRODUCTS L | 102.5 | 105.06 | 102.25 | 104.82 | 160617
TRUALT BIOENERGY LIMITED | 412.5 | 414.0 | 405.0 | 406.7 | 102406
ANJANI PORTLAND CEM LTD | 117.01 | 121.84 | 116.14 | 119.2 | 8140
MOLD-TEK TECHNOLOGIES LTD | 157.89 | 161.8 | 154.21 | 159.97 | 29287
ARC INSULATION & INSU LTD | 68.0 | 69.0 | 67.2 | 67.65 | 28000
IRB INFRA DEV LTD. | 40.8 | 41.2 | 40.66 | 41.09 | 6023267
DYNAMATIC TECHNOLOGIES | 9001.0 | 9550.0 | 8951.0 | 9515.5 | 39350
BARAK VALLEY CEM. LTD. | 41.91 | 45.1 | 41.91 | 43.88 | 37628
DHAMPUR SUGAR MILLS LTD. | 130.8 | 131.89 | 121.55 | 123.98 | 548151
ENSER COMMUNICATIONS LTD | 16.55 | 17.8 | 15.0 | 17.8 | 70000
NAVNEET EDUCATION LTD | 142.33 | 144.0 | 141.5 | 143.63 | 45779
INSECTICIDES (I) LTD | 696.95 | 702.6 | 694.7 | 699.95 | 5686
JAYASWAL NECO INDUSTR LTD | 70.76 | 77.33 | 70.76 | 76.29 | 15275077
BOSCH LIMITED | 35745.0 | 36295.0 | 35615.0 | 35940.0 | 40192
LOYAL TEXTILE MILLS LTD | 209.8 | 214.0 | 207.5 | 211.64 | 1016
PARKHOTELS | 136.99 | 136.99 | 133.5 | 135.37 | 154612
MAYUR UNIQUOTERS LTD | 479.15 | 484.0 | 476.55 | 480.95 | 16483
IL&FS INVESTMENT MANAGERS | 8.09 | 8.1 | 7.91 | 8.07 | 170943
ZODIAC CLOTHING CO. LTD. | 86.5 | 87.37 | 85.5 | 86.47 | 3436
GOLDEN TOBACCO LIMITED | 31.56 | 32.89 | 30.5 | 31.53 | 1475
KERNEX MICROSYS(I) LTD | 1133.0 | 1154.0 | 1124.6 | 1141.4 | 126561
AFFORD ROBO & AUTO LTD | 194.67 | 198.0 | 192.68 | 196.09 | 33016
RITES LIMITED | 223.49 | 227.6 | 222.71 | 226.55 | 271775
HPL ELECTRIC & POWER LTD | 378.5 | 387.0 | 377.0 | 385.45 | 43342
TVS ELECTRONICS LTD | 473.6 | 473.6 | 473.6 | 473.6 | 2617
SJS ENTERPRISES LIMITED | 1675.0 | 1749.0 | 1675.0 | 1711.8 | 128190
PELATRO LIMITED | 363.0 | 363.0 | 363.0 | 363.0 | 600
NAHAR INDS ENT LTD | 106.16 | 108.5 | 104.31 | 106.62 | 18342
HINDUSTAN FOODS LIMITED | 522.8 | 523.55 | 517.75 | 519.45 | 21792
NDR AUTO COMPONENTS LTD | 813.65 | 838.5 | 805.0 | 827.25 | 12758
DELTA MANUFACTURING LTD | 73.1 | 73.1 | 67.0 | 67.56 | 5927
EXCELSOFT TECHNOLOGIES L | 88.05 | 90.6 | 87.34 | 89.65 | 3865812
GANESH INFRAWORLD LIMITED | 223.0 | 224.0 | 221.05 | 223.0 | 86400
H.G.INFRA ENGINEERING LTD | 730.0 | 749.95 | 720.2 | 747.45 | 191959
PFIZER LTD | 5065.0 | 5166.3 | 4916.0 | 5097.6 | 19033
EQUIPPP SOC IMP TECH LTD | 22.5 | 22.5 | 21.11 | 21.51 | 9352
AURIONPRO SOLN LTD | 1085.0 | 1155.0 | 1072.3 | 1125.2 | 127645
SHIVALIC POWER CONTROL L | 78.1 | 79.3 | 77.5 | 79.15 | 13200
NEELAM LINENS & GAR (I) L | 14.4 | 14.4 | 14.3 | 14.3 | 18000
HEADS UP VENTURES LIMITED | 8.76 | 9.9 | 8.75 | 9.47 | 93305
EMAMI LIMITED | 532.0 | 532.0 | 516.3 | 519.25 | 664682
MONEYBOXX FINANCE LIMITED | 64.99 | 65.81 | 60.05 | 60.54 | 124280
BLUE COAST HOTELS LIMITED | 35.35 | 36.75 | 33.59 | 33.78 | 2311
MANGALAM WORLDWIDE LTD | 269.81 | 276.99 | 261.71 | 273.32 | 52856
ARVIND PORT AND INFRA LTD | 40.45 | 40.9 | 40.45 | 40.45 | 6000
ORIENT GREEN POWER CO LTD | 12.17 | 12.3 | 11.99 | 12.02 | 1857090
PRECISION METALIKS LTD | 12.15 | 12.65 | 11.8 | 12.65 | 10000
RUCHI INFRASTRUCTURE LTD | 6.58 | 6.6 | 6.5 | 6.52 | 28796
VITAL CHEMTECH LIMITED | 59.9 | 59.9 | 57.15 | 57.2 | 7200
VERTEXPLUS TECHNOLOGIES L | 120.0 | 120.0 | 120.0 | 120.0 | 600
KRISHCA STRAPPING SLTN L | 174.5 | 183.0 | 170.2 | 179.4 | 15000
BULKCORP INTERNATIONAL L | 55.1 | 56.0 | 55.0 | 56.0 | 9600
SHREE RAM PROTEINS LTD. | 0.68 | 0.68 | 0.65 | 0.66 | 94271
TREE HOUSE EDU LTD | 8.97 | 8.97 | 8.35 | 8.45 | 21250
HONDA I POWER PRODUCT LTD | 2289.0 | 2320.0 | 2253.6 | 2291.5 | 3350
SHREE KARNI FABCOM LTD | 481.0 | 489.0 | 476.0 | 476.0 | 900
LTIMINDTREE LIMITED | 6288.0 | 6290.0 | 6027.0 | 6197.5 | 635441
HAVELLS INDIA LIMITED | 1401.1 | 1418.9 | 1399.0 | 1416.9 | 705789
RUDRABHISHEK ENTERP LTD | 122.01 | 123.89 | 119.0 | 122.49 | 5834
CHEMFAB ALKALIS LIMITED | 445.0 | 461.35 | 444.95 | 449.7 | 4687
IDEAFORGE TECHNO LTD | 417.5 | 427.9 | 412.15 | 424.5 | 153031
GALAXY SURFACTANTS LTD | 1997.9 | 2020.0 | 1963.1 | 1991.8 | 13395
SPANDANA SPHOORTY FIN LTD | 266.0 | 266.0 | 261.15 | 264.65 | 121625
ANONDITA MEDICARE LIMITED | 748.0 | 749.0 | 745.05 | 749.0 | 7000
NEPHRO CARE INDIA LIMITED | 118.5 | 118.5 | 118.45 | 118.5 | 4800
BANDHAN BANK LIMITED | 146.6 | 150.5 | 144.95 | 150.09 | 10953964
IWARE SUPPLYCHAIN SER LTD | 209.8 | 210.0 | 198.5 | 207.45 | 32400
KABRA JEWELS LIMITED | 89.0 | 90.95 | 88.0 | 90.95 | 35000
VERTIS INFRASTRUCTURE TST | 108.0 | 108.0 | 108.0 | 108.0 | 350000
ROYAL ARC ELECTRODES LTD | 155.0 | 155.0 | 152.0 | 152.0 | 2400
JKUMAR INFR.LTD. | 552.45 | 559.0 | 548.75 | 557.5 | 42118
AKME FINTRADE (INDIA) LTD | 6.68 | 6.87 | 6.66 | 6.81 | 700891
GKW LIMITED | 1749.9 | 1749.9 | 1700.0 | 1700.0 | 144
SREE RAYALSEEMA HHP LTD. | 517.95 | 548.0 | 515.0 | 534.45 | 22175
MARKSANS PHARMA LIMITED | 182.06 | 185.4 | 181.71 | 182.82 | 570533
MARVEL DECOR LIMITED | 73.0 | 73.0 | 73.0 | 73.0 | 1000
HYBRID FINANCIAL SERVICE | 18.1 | 19.2 | 17.81 | 19.15 | 7739
MAHINDRA HOLIDAYS LTD | 305.0 | 314.8 | 304.2 | 309.1 | 66949
ANDHRA CEMENTS LIMITED | 70.98 | 71.75 | 66.9 | 67.45 | 30390
THE GROB TEA COMPANY LTD | 998.0 | 1029.8 | 995.0 | 1026.9 | 58
YASHO INDUSTRIES LIMITED | 1455.0 | 1456.3 | 1425.1 | 1435.9 | 4184
THERMAX LTD | 2845.8 | 2879.9 | 2845.8 | 2869.9 | 78202
POONAWALLA FINCORP LTD | 443.2 | 452.2 | 440.2 | 448.8 | 658856
MAHAMAYA STEEL INDS LTD | 834.3 | 834.3 | 829.0 | 829.0 | 4370
GULF OIL LUB. IND. LTD. | 1200.0 | 1213.0 | 1189.8 | 1211.5 | 38689
SADBHAV ENGINEERING LTD | 11.27 | 12.55 | 11.27 | 12.25 | 1436781
LLOYD RE.0.50 PPD UP | 45.39 | 49.88 | 45.39 | 49.38 | 2871012
INDBANK MERCH BANK | 34.28 | 37.29 | 34.28 | 35.15 | 35980
EQUITAS SMALL FIN BNK LTD | 58.0 | 58.96 | 57.93 | 58.81 | 3941282
GARWARE TECH FIBRES LTD | 676.1 | 699.05 | 676.1 | 689.0 | 51698
INDO TECH TRANSFORM LTD. | 1557.0 | 1576.3 | 1542.0 | 1564.3 | 6361
ABAN OFFSHORE LTD. | 23.58 | 23.58 | 23.58 | 23.58 | 104136
PATEL INT. LOG. LTD | 13.89 | 13.9 | 13.5 | 13.62 | 78986
CARTRADE TECH LIMITED | 2702.5 | 2763.9 | 2646.9 | 2742.9 | 255247
ALKYL AMINES CHEM. LTD | 1567.4 | 1618.5 | 1567.4 | 1608.7 | 23228
GRP LIMITED | 1688.9 | 1702.5 | 1674.7 | 1696.6 | 4240
INDIAN METALS & FERRO | 1389.9 | 1480.0 | 1377.0 | 1414.9 | 575896
GVP INFOTECH LIMITED | 9.85 | 11.19 | 9.84 | 10.0 | 672528
OMFURN INDIA LIMITED | 87.0 | 92.5 | 87.0 | 92.5 | 6000
MAZAGON DOCK SHIPBUIL LTD | 2363.7 | 2415.0 | 2358.0 | 2408.2 | 1028888
MOXSH OVERSEAS EDUCON LTD | 96.35 | 96.35 | 96.3 | 96.35 | 12800
SHYAM CENTURY FERROUS LTD | 6.39 | 6.39 | 6.06 | 6.31 | 172962
ADROIT INFOTECH LIMITED | 10.14 | 11.97 | 9.77 | 9.95 | 125092
UMIYA BUILDCON LIMITED | 86.54 | 87.5 | 84.1 | 84.55 | 21620
BANCO PRODUCTS (I) LTD | 688.2 | 707.7 | 688.2 | 704.15 | 202635
RELIANCE COMMUNICATIONS L | 1.11 | 1.16 | 1.07 | 1.15 | 5400988
GARUDA CONSTRUCT N ENG L | 197.25 | 201.7 | 197.25 | 199.3 | 386724
RAILTEL CORP OF IND LTD | 325.7 | 335.0 | 324.8 | 333.3 | 722993
BTRFLY GANDHI APPL LTD | 655.0 | 663.4 | 637.9 | 650.7 | 4896
A B COTSPIN INDIA LIMITED | 417.25 | 417.25 | 407.6 | 412.35 | 9752
SAKSOFT LIMITED | 201.85 | 209.69 | 200.01 | 200.97 | 255021
SHREE RENUKA SUGARS LTD | 26.8 | 26.8 | 25.35 | 25.6 | 10766818
CADSYS (INDIA) LIMITED | 43.75 | 43.8 | 43.75 | 43.8 | 1000
VMS TMT LIMITED | 53.18 | 53.6 | 52.0 | 52.28 | 103406
RADIANT CASH MGMT SER LTD | 52.1 | 52.78 | 51.21 | 51.85 | 47129
PRO FX TECH LIMITED | 60.0 | 60.0 | 59.25 | 59.25 | 30400
BAJAJ HINDUSTHAN SUGAR LT | 18.72 | 18.8 | 18.28 | 18.47 | 6427398
JARO INS OF TEC MG N RE L | 545.95 | 552.0 | 541.8 | 544.9 | 115666
KRSNAA DIAGNOSTICS LTD | 719.5 | 724.2 | 712.9 | 718.95 | 24144
GANGES SECURITIES LIMITED | 139.9 | 141.79 | 138.0 | 140.99 | 681
SETUBANDHAN INFRA LTD | 0.45 | 0.49 | 0.45 | 0.45 | 72365
AARTI SURFACTANTS LIMITED | 171.7 | 171.7 | 171.7 | 171.7 | 64
SOLAR INDUSTRIES (I) LTD | 11847.0 | 11960.0 | 11723.0 | 11911.0 | 132829
ASHAPURA LOGISTICS LTD | 69.3 | 69.4 | 68.55 | 68.55 | 4000
OIL COUNTRY TUBULAR LTD | 62.0 | 64.0 | 60.58 | 62.04 | 34172
CREATIVE NEWTECH LIMITED | 737.8 | 749.0 | 734.9 | 742.15 | 6497
KIRLOSKAR BROTHERS LTD | 1604.0 | 1656.0 | 1603.0 | 1645.4 | 52884
ANUPAM RASAYAN INDIA LTD | NA | NA | NA | NA | NA
PVR INOX LIMITED | 1049.9 | 1066.0 | 1042.9 | 1060.4 | 509296
JNK INDIA LIMITED | 215.25 | 227.39 | 212.84 | 219.92 | 157496
AAREY DRUGS & PHARM LTD | 66.97 | 69.65 | 64.91 | 68.51 | 239598
FUTURE ENTERPRISES LTD | 2.96 | 2.98 | 2.95 | 2.98 | 80
ODIGMA CONSULTANCY SOL L | 31.09 | 31.75 | 30.5 | 31.37 | 15427
VIP INDUSTRIES LTD | 349.85 | 386.3 | 347.05 | 364.45 | 308440
UTI ASSET MNGMT CO LTD | 1152.0 | 1152.0 | 1111.7 | 1134.0 | 156099
GINNI FILAMENTS LTD | 39.77 | 41.3 | 38.61 | 39.46 | 135678
AXITA COTTON LIMITED | 12.89 | 12.98 | 12.88 | 12.88 | 1722349
CALIFORNIA SOFTWARE CO LT | 15.2 | 15.81 | 15.2 | 15.54 | 7685
IIFL FINANCE LIMITED | 565.35 | 569.4 | 558.6 | 564.6 | 619576
ZUARI AGRO CHEMICALS LTD | 311.0 | 317.0 | 305.55 | 315.05 | 511131
ZENITH STEEL PIP IND LTD | 7.25 | 7.57 | 7.1 | 7.23 | 53874
RAJ RAYON INDUSTRIES LTD | 23.8 | 23.8 | 22.89 | 23.39 | 3739
INDIA SHELTER FIN CORP L | 832.0 | 836.0 | 822.7 | 831.3 | 89584
ETERNAL LIMITED | 286.9 | 288.35 | 285.25 | 286.05 | 17783844
MUNISH FORGE LIMITED | 106.0 | 107.9 | 106.0 | 106.0 | 25200
SPUNWEB NONWOVEN LIMITED | 136.45 | 139.95 | 136.45 | 139.0 | 22800
SIMPLEX INFRASTRUCTURES L | 259.75 | 261.45 | 256.95 | 260.0 | 12162
ITC LTD | 400.25 | 402.65 | 400.25 | 401.05 | 10654835
SNOWMAN LOGISTICS LTD. | 39.5 | 40.48 | 39.5 | 40.27 | 125049
INTRASOFT TECH. LTD | 94.9 | 94.9 | 91.15 | 92.93 | 13222
POLYCAB INDIA LIMITED | 7090.0 | 7455.0 | 7087.0 | 7439.0 | 630329
SRM CONTRACTORS LIMITED | 553.9 | 560.0 | 529.85 | 537.2 | 61585
MADHUSUDAN MASALA LIMITED | 127.0 | 135.0 | 127.0 | 134.5 | 19000
BAJAJ CONSUMER CARE LTD | 250.45 | 255.7 | 249.85 | 253.4 | 352900
AUROBINDO PHARMA LTD | 1214.0 | 1240.7 | 1211.1 | 1225.1 | 1396499
CONTINENTAL SEED CHEM LTD | 21.9 | 23.45 | 21.8 | 23.45 | 13332
GODAVARI BIOREFINERIES L | 272.0 | 274.54 | 269.0 | 270.99 | 97088
PCPL 6 M MIBOR-OIS 2027 | NA | NA | NA | NA | NA
SNEHAA ORGANICS LIMITED | 72.0 | 72.0 | 70.5 | 70.5 | 7000
WEALTH FRST PORT. MG. LTD | 990.0 | 990.0 | 934.55 | 950.95 | 4852
SUNDRAM FASTENERS LTD | 935.75 | 947.15 | 926.9 | 939.75 | 43780
RATNAMANI MET & TUB LTD. | 2322.2 | 2341.0 | 2289.0 | 2297.1 | 12847
SHRIRAM PROPERTIES LTD | 83.48 | 84.0 | 82.85 | 83.36 | 219229
CONS. CONST. CONSORT LTD | 19.63 | 20.6 | 18.68 | 19.05 | 287287
DE NORA INDIA LIMITED | 682.0 | 718.0 | 682.0 | 701.3 | 1654
EASY TRIP PLANNERS LTD | 7.63 | 7.7 | 7.5 | 7.52 | 11141825
P N GADGIL JEWELLERS LTD | 594.3 | 612.0 | 591.5 | 609.4 | 101565
GSM FOILS LIMITED | 202.0 | 206.55 | 197.1 | 200.0 | 5500
MAHINDRA & MAHINDRA LTD | 3571.0 | 3615.0 | 3560.0 | 3603.6 | 1647819
SBC EXPORTS LIMITED | 28.6 | 28.6 | 28.06 | 28.28 | 11782357
SOLVE PLASTIC PRODUCTS L | 24.75 | 24.75 | 24.75 | 24.75 | 1200
ASHOK LEYLAND LTD | 172.08 | 174.58 | 170.7 | 173.56 | 16822313
MATRIMONY.COM LIMITED | 517.1 | 520.0 | 516.1 | 517.05 | 41091
KAVVERI DFS & WIR TEC LTD | 68.92 | 68.92 | 68.92 | 68.92 | 28562
HEXA TRADEX LIMITED | 160.35 | 161.95 | 160.05 | 161.41 | 2224
KALYAN JEWELLERS IND LTD | 470.25 | 486.15 | 469.0 | 484.85 | 2727535
MEGASOFT LTD | 171.0 | 177.0 | 171.0 | 174.76 | 72481
CARRARO INDIA LIMITED | 517.3 | 539.0 | 517.3 | 527.65 | 76121
MAN INFRA LTD | 126.92 | 128.74 | 126.52 | 127.7 | 163777
DCX SYSTEMS LIMITED | 157.04 | 188.11 | 157.02 | 186.4 | 20604820
INDIA TOUR. DEV. CO. LTD. | 541.75 | 563.8 | 537.1 | 560.6 | 31100
SUBROS LIMITED | 874.95 | 879.7 | 866.0 | 868.95 | 42311
WINDSOR MACHINES LIMITED | 266.4 | 272.0 | 265.5 | 269.6 | 15859
DELHIVERY LIMITED | 403.0 | 407.45 | 399.5 | 405.95 | 2827513
CREST VENTURES LIMITED | 365.95 | 414.0 | 365.95 | 391.3 | 105246
DEV INFO TECHNOLOGY LTD | 34.5 | 35.93 | 34.5 | 35.54 | 104214
ICICI BANK LTD. | 1354.0 | 1360.4 | 1350.8 | 1354.1 | 14318512
BLUE STAR LIMITED | 1857.8 | 1860.9 | 1756.2 | 1781.4 | 850041
NDTV LTD | 83.1 | 92.9 | 83.1 | 88.87 | 1172553
UPL LIMITED | 747.4 | 753.8 | 740.25 | 751.55 | 6064263
DIFFUSION ENGINEERS LTD | 308.85 | 324.95 | 308.1 | 322.2 | 174218
MSP STEEL & POWER LTD. | 36.69 | 36.69 | 35.7 | 36.14 | 1624330
SALASAR TECHNO ENGG. LTD. | 8.99 | 9.1 | 8.91 | 9.06 | 3147421
LAMBODHARA TEXTILES LTD. | 122.23 | 123.5 | 120.81 | 122.81 | 2936
R M DRIP & SPRINK SYS LTD | 79.0 | 79.8 | 79.0 | 79.11 | 75534
BEST AGROLIFE LIMITED | 393.0 | 397.7 | 381.1 | 383.05 | 97578
GLAXOSMITHKLINE PHARMA LT | 2575.0 | 2575.0 | 2510.0 | 2529.0 | 126499
M K PROTEINS LIMITED | 6.02 | 6.17 | 6.0 | 6.02 | 93130
